Season,Race,Overtakes,TV,Percentage,raceId,circuitId,name_x,url,weather_description,weather
2020,Styria,49,31,63.27,1032,70,Styrian Grand Prix,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix,Sunny,Dry
2020,Hungary,44,23,52.27,1033,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix,"Wet at start, partly cloudy",Wet
2020,Great Britain,26,17,65.38,1034,9,British Grand Prix,http://en.wikipedia.org/wiki/2020_British_Grand_Prix,Partly cloudy,Dry
2020,70th Anniversary,29,16,55.17,1035,9,70th Anniversary Grand Prix,http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix,Sunny,Dry
2020,Spain,32,16,50.0,1036,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix,Partly cloudy,Dry
2020,Belgium,32,21,65.63,1037,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix,Partly cloudy,Dry
2020,Italy,36,25,69.44,1038,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix,Sunny,Dry
2020,Tuscany,19,16,84.21,1039,76,Tuscan Grand Prix,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix,Sunny,Dry
2020,Russia,31,25,80.65,1040,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,Sunny,Dry
2020,Eifel,41,23,56.1,1041,20,Eifel Grand Prix,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,"Partly cloudy, 10 °C (50 °F)",Dry
2020,Portugal,69,38,55.07,1042,75,Portuguese Grand Prix,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,Cloudy,Dry
2020,Emilia-Romagna,10,8,80.0,1043,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,Partly cloudy,Dry
2020,Turkey,42,23,54.76,1044,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F),Wet
2020,Bahrain,54,36,66.67,1045,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,Clear,Dry
2020,Sakhir,51,31,60.78,1046,3,Sakhir Grand Prix,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,Clear,Dry
2020,Abu Dhabi,34,22,64.71,1047,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,Clear,Dry
2021,Qatar,49,30,61.22,1051,78,Qatar Grand Prix,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix,Clear,Dry
2021,Bahrain,75,42,56.0,1052,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,"Clear, 21 °C (70 °F)",Dry
2021,Emilia-Romagna,42,28,66.67,1053,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,"Wet at start, drying during race, 9 °C (48 °F)",Wet
2021,Portugal,45,29,64.44,1054,75,Portuguese Grand Prix,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix,Light cloud,Dry
2021,Spain,51,28,54.9,1055,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,Cloudy,Dry
2021,Monaco,0,0,0.0,1056,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,Sunny,Dry
2021,Azerbaijan,27,16,59.26,1057,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,Sunny,Dry
2021,Styria,24,14,58.33,1058,70,Styrian Grand Prix,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,Partly cloudy. Ambient temperature: 25 to 29 °C (77 to 84 °F); Surface temperature: 48 to 56 °C (118 to 133 °F),Dry
2021,France,60,33,55.0,1059,34,French Grand Prix,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,Windy and partly cloudy. Ambient temperature: 24 to 27 °C (75 to 81 °F); Surface temperature: 33 to 38 °C (91 to 100 °F),Dry
2021,Austria,38,15,39.47,1060,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,Partly cloudy,Dry
2021,Great Britain,29,17,58.62,1061,9,British Grand Prix,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,Clear. Ambient: 29 to 31 °C (84 to 88 °F); Surface: 48 to 52 °C (118 to 126 °F),Dry
2021,Hungary,17,16,94.12,1062,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).[3],Wet
2021,Belgium,0,0,0.0,1063,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,Wet; persistent rain,Wet
2021,Netherlands,24,13,54.17,1064,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix,Sunny,Dry
2021,Italy,23,17,73.91,1065,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix,Sunny,Dry
2021,Russia,94,24,25.53,1066,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,Cloudy and rainy,Wet
2021,Turkey,26,16,61.54,1067,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix,Overcast with intermittent rain,Wet
2021,USA,32,12,37.5,1069,69,United States Grand Prix,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix,Sunny,Dry
2021,Mexico,23,11,47.83,1070,32,Mexico City Grand Prix,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix,Sunny,Dry
2021,Brazil,65,24,36.92,1071,18,São Paulo Grand Prix,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix,Sunny,Dry
2021,Saudi Arabia,27,15,55.56,1072,77,Saudi Arabian Grand Prix,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix,Clear,Dry
2021,Abu Dhabi,36,17,47.22,1073,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix,Clear,Dry
2022,Bahrain,78,36,46.15,1074,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,Clear,Dry
2022,Saudi Arabia,32,21,65.63,1075,77,Saudi Arabian Grand Prix,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix,Clear,Dry
2022,Australia,34,20,58.82,1076,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,Partly cloudy,Dry
2022,Emilia-Romagna,23,16,69.57,1077,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix,Cloudy in a wet and drying track[2],Wet
2022,Miami,52,26,50.0,1078,79,Miami Grand Prix,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix,"Warm, partly cloudy",Dry
2022,Spain,48,28,58.33,1079,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,Sunny,Dry
2022,Monaco,13,2,15.38,1080,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix,Rain and partly cloudy in wet-and-drying track conditions,Wet
2022,Azerbaijan,23,18,78.26,1081,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix,Sunny,Dry
2022,Canada,35,22,62.86,1082,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix,Sunny,Dry
2022,Great Britain,31,17,54.84,1083,9,British Grand Prix,http://en.wikipedia.org/wiki/2022_British_Grand_Prix,Partly cloudy,Dry
2022,Austria,67,42,62.69,1084,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix,Partly cloudy,Dry
2022,France,33,19,57.58,1085,34,French Grand Prix,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,Sunny,Dry
2022,Hungary,61,31,50.82,1086,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,"Overcast with drizzle throughout, light rain at the end",Wet
2022,Belgium,74,44,59.46,1087,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,Sunny,Dry
2022,Netherlands,23,18,78.26,1088,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,Partly cloudy,Dry
2022,Italy,58,32,55.17,1089,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,Sunny,Dry
2022,Singapore,16,11,68.75,1091,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,Partly cloudy in a wet and drying track,Wet
2022,Japan,28,13,46.43,1092,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,Rain,Wet
2022,USA,85,35,41.18,1093,69,United States Grand Prix,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,Partly cloudy,Dry
2022,Mexico,24,18,75.0,1094,32,Mexico City Grand Prix,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,Partly cloudy,Dry
2022,Brazil,77,41,53.25,1095,18,São Paulo Grand Prix,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,Cloudy,Dry
2022,Abu Dhabi,79,40,50.63,1096,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,Clear,Dry
2023,Bahrain,37,19,51.35,1098,3,Bahrain Grand Prix,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,Clear,Dry
2023,Saudi Arabia,36,17,47.22,1099,77,Saudi Arabian Grand Prix,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,Clear,Dry
2023,Australia,29,19,65.52,1100,1,Australian Grand Prix,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,Sunny,Dry
2023,Azerbaijan,23,19,82.61,1101,73,Azerbaijan Grand Prix,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,Partly cloudy,Dry
2023,Miami,62,43,69.35,1102,79,Miami Grand Prix,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,Partly cloudy,Dry
2023,Monaco,22,12,54.55,1104,6,Monaco Grand Prix,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix,"Cloudy, with some rain intervals",Wet
2023,Spain,65,42,64.62,1105,4,Spanish Grand Prix,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,Cloudy,Dry
2023,Canada,20,19,95.0,1106,7,Canadian Grand Prix,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix,Partly cloudy,Dry
2023,Austria,63,45,71.43,1107,70,Austrian Grand Prix,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix,Cloudy,Dry
2023,Great Britain,26,17,65.38,1108,9,British Grand Prix,https://en.wikipedia.org/wiki/2023_British_Grand_Prix,Partly cloudy,Dry
2023,Hungary,16,15,93.75,1109,11,Hungarian Grand Prix,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix,Sunny,Dry
2023,Belgium,75,50,66.67,1110,13,Belgian Grand Prix,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix,"Partly cloudy, with a rain interval",Wet
2023,Netherlands,188,59,31.38,1111,39,Dutch Grand Prix,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix,Cloudy and rainy,Wet
2023,Italy,31,15,48.39,1112,14,Italian Grand Prix,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix,Sunny,Dry
2023,Singapore,42,23,54.76,1113,15,Singapore Grand Prix,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix,Clear,Dry
2023,Japan,29,23,79.31,1114,22,Japanese Grand Prix,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix,Sunny,Dry
2023,Qatar,48,38,79.17,1115,78,Qatar Grand Prix,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix,Clear,Dry
2023,USA,47,28,59.57,1116,69,United States Grand Prix,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix,Sunny,Dry
2023,Mexico,48,29,60.42,1117,32,Mexico City Grand Prix,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix,Sunny,Dry
2023,Brazil,25,18,72.0,1118,18,São Paulo Grand Prix,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix,Partly cloudy,Dry
2023,Las Vegas,99,54,54.55,1119,80,Las Vegas Grand Prix,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix,Clear,Dry
2023,Abu Dhabi,70,50,71.43,1120,24,Abu Dhabi Grand Prix,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix,Clear,Dry
