Season,Race,Overtakes,TV,Percentage,raceId,circuitId,name_x,url,weather_description,weather
1990,Brazil,42,4,9.52,322,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,"Hot, dry, sunny",Dry
1990,San Marino,33,4,12.12,323,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,"Warm, dry, sunny",Dry
1990,Monaco,11,7,63.64,324,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,"Warm, dry, sunny",Dry
1990,Canada,60,19,31.67,325,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Warm and cloudy with temperatures approaching 19.8 °C (67.6 °F); wind speeds up to 27.8 kilometres per hour (17.3 mph)[1],Dry
1990,Mexico,73,15,20.55,326,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,Overcast21 °C (70 °F)[1],Dry
1990,France,36,6,16.67,327,34,French Grand Prix,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,"Hot, dry, sunny",Dry
1990,Great Britain,49,11,22.45,328,9,British Grand Prix,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,"Hot, dry, sunny",Dry
1990,Germany,20,2,10.0,329,10,German Grand Prix,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,"Hot, dry, sunny",Dry
1990,Hungary,39,8,20.51,330,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,Dry,Dry
1990,Belgium,31,6,19.35,331,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,Dry,Dry
1990,Italy,17,4,23.53,332,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,"Hot, dry, sunny",Dry
1990,Portugal,31,5,16.13,333,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,No weather description,Dry
1990,Spain,18,1,5.56,334,26,Spanish Grand Prix,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,"Dry, hot, sunny",Dry
1990,Japan,11,1,9.09,335,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,Sunny,Dry
1990,Australia,29,8,27.59,336,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,Sunny,Dry
2010,Bahrain,27,17,62.96,337,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,Sunny,Dry
2010,Australia,51,29,56.86,338,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,Overcast with light rain at start,Wet
2010,Malaysia,26,15,57.69,339,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,"Mainly cloudy, dry",Dry
2010,China,93,70,75.27,340,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,"Cloudy, rain",Wet
2010,Spain,11,9,81.82,341,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,"Mainly cloudy, dry",Dry
2010,Monaco,6,5,83.33,342,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,"Mainly cloudy, dry",Dry
2010,Turkey,29,13,44.83,343,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,Air: 28 to 29 °C (82 to 84 °F) Track: 39 to 49 °C (102 to 120 °F),Dry
2010,Canada,72,21,29.17,344,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 4.9 kilometres per hour (3.0 mph)[1],Dry
2010,Europe,17,9,52.94,345,12,European Grand Prix,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,Dry[3],Dry
2010,Great Britain,34,17,50.0,346,9,British Grand Prix,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,Mainly sunny,Dry
2010,Germany,16,4,25.0,347,10,German Grand Prix,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,"Mainly cloudy, dry[4]",Dry
2010,Hungary,9,4,44.44,348,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,Mainly sunny28 °C (82 °F)[1],Dry
2010,Belgium,71,22,30.99,349,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,Intermittent rain,Wet
2010,Italy,19,10,52.63,350,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,Sunny,Dry
2010,Singapore,33,18,54.55,351,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,"Clear; Air temp 29 to 30 °C (84 to 86 °F), Track temp 31 °C (88 °F)[5][6]",Dry
2010,Japan,10,9,90.0,352,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,Sunny,Dry
2010,South Korea,39,18,46.15,353,35,Korean Grand Prix,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,"Rain. Air 20 °C (68 °F), Track 18 °C (64 °F)",Wet
2010,Brazil,36,17,47.22,354,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,Clear; 25 °C (77 °F),Dry
2010,Abu Dhabi,16,6,37.5,355,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,Dry[3]Air Temp 28 °C (82 °F)[3]Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[3],Dry
1989,Brazil,31,7,22.58,356,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,"Very hot, dry, sunny",Dry
1989,San Marino,5,0,0.0,357,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,"Warm, dry, sunny",Dry
1989,Monaco,20,4,20.0,358,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,"Warm, dry, sunny",Dry
1989,Mexico,47,5,10.64,359,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,"Hot, dry, partly sunny 25°C/79°F, 40% Humidity, wind NW-10mph",Dry
1989,USA,28,5,17.86,360,33,United States Grand Prix,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,"Hot, sunny; temperature up to maximum of 38.3 °C (100.9 °F)[1]",Dry
1989,Canada,58,11,18.97,361,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,Cool and rainy with temperatures approaching 24 °C (75 °F); wind speeds up to 17.9 kilometres per hour (11.1 mph)[1],Wet
1989,France,38,5,13.16,362,34,French Grand Prix,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,"Hot, dry, sunny",Dry
1989,Great Britain,40,5,12.5,363,9,British Grand Prix,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,"Warm, dry, sunny",Dry
1989,Germany,27,4,14.81,364,10,German Grand Prix,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,"Warm, cloudy",Dry
1989,Hungary,35,9,25.71,365,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,Cloudy,Dry
1989,Belgium,20,0,0.0,366,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,"Wet, cloudy, cool",Wet
1989,Italy,28,9,32.14,367,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,"Hot, dry, sunny",Dry
1989,Portugal,71,10,14.08,368,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,"Hot, dry, sunny",Dry
1989,Spain,29,7,24.14,369,26,Spanish Grand Prix,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,"Dry, hot, sunny",Dry
1989,Japan,44,4,9.09,370,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,"Dry, warm, cloudy",Dry
1989,Australia,46,3,6.52,371,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,"Wet, cool",Wet
1988,Brazil,46,9,19.57,372,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,Cloudy and hot,Dry
1988,San Marino,41,14,34.15,373,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,"Sunny, warm",Dry
1988,Monaco,11,0,0.0,374,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,Warm and dry,Dry
1988,Mexico,35,3,8.57,375,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,Sunny and hot,Dry
1988,Canada,22,5,22.73,376,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,Sunny and hot with temperatures up to 29 °C (84 °F); wind speeds up to 19 kilometres per hour (12 mph)[1],Dry
1988,USA,36,8,22.22,377,37,Detroit Grand Prix,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,Warm and sunny with temperatures up to 91.9 °F (33.3 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1],Dry
1988,France,36,10,27.78,378,34,French Grand Prix,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,Sunny and hot,Dry
1988,Great Britain,40,10,25.0,379,9,British Grand Prix,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,Wet and cool,Wet
1988,Germany,29,4,13.79,380,10,German Grand Prix,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,Wet and cool,Wet
1988,Hungary,27,10,37.04,381,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,Sunny and hot,Dry
1988,Belgium,30,5,16.67,382,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,"Warm, dry and overcast",Dry
1988,Italy,32,7,21.88,383,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,Sunny and hot,Dry
1988,Portugal,19,3,15.79,384,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,Sunny and hot,Dry
1988,Spain,30,10,33.33,385,26,Spanish Grand Prix,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,Sunny and hot,Dry
1988,Japan,62,4,6.45,386,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,"Cool and mainly dry, some rain toward the end",Wet
1988,Australia,35,6,17.14,387,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,Cloudy and hot,Dry
1987,Brazil,48,13,27.08,388,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,Sunny,Dry
1987,San Marino,52,11,21.15,389,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,"Sunny, warm",Dry
1987,Belgium,19,5,26.32,390,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,Cloudy and cool,Dry
1987,Monaco,16,1,6.25,391,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,Sunny and warm,Dry
1987,Detroit,43,3,6.98,392,37,Detroit Grand Prix,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,Clear with rain showers later on; temperatures reaching up to 78.1 °F (25.6 °C); wind speeds up to 19.6 miles per hour (31.5 km/h)[1],Wet
1987,France,44,4,9.09,393,34,French Grand Prix,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,Sunny and hot,Dry
1987,Great Britain,22,4,18.18,394,9,British Grand Prix,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,Sunny and warm,Dry
1987,Germany,31,6,19.35,395,10,German Grand Prix,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,No weather description,Dry
1987,Hungary,29,3,10.34,396,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,Dry,Dry
1987,Austria,72,9,12.5,397,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,Dry,Dry
1987,Italy,27,6,22.22,398,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,Dry,Dry
1987,Portugal,24,5,20.83,399,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,Dry,Dry
1987,Spain,42,12,28.57,400,26,Spanish Grand Prix,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,Sunny and hot,Dry
1987,Mexico,24,5,20.83,401,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,Sunny and hot,Dry
1987,Japan,45,6,13.33,402,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,Dry,Dry
1987,Australia,54,4,7.41,403,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,Sunny,Dry
1986,Brazil,53,9,16.98,404,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,"Hot, dry and sunny",Dry
1986,Spain,22,7,31.82,405,26,Spanish Grand Prix,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,"Warm, dry and sunny",Dry
1986,San Marino,34,6,17.65,406,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,"Overcast, warm",Dry
1986,Monaco,21,7,33.33,407,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,"Sunny, mild, dry",Dry
1986,Belgium,33,5,15.15,408,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,Dry,Dry
1986,Canada,34,13,38.24,409,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Dry with temperatures approaching 25 °C (77 °F); wind speeds up to 20.5 km/h (12.7 mph)[1],Dry
1986,Detroit,59,12,20.34,410,37,Detroit Grand Prix,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,Cloudy and hot with temperatures reaching up to 91 °F (33 °C); wind speeds up to 23 miles per hour (37 km/h)[1],Dry
1986,France,35,11,31.43,411,34,French Grand Prix,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,Dry,Dry
1986,Great Britain,23,3,13.04,412,38,British Grand Prix,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,Sunny,Dry
1986,Germany,65,6,9.23,413,10,German Grand Prix,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,Dry,Dry
1986,Hungary,51,5,9.8,414,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,No weather description,Dry
1986,Austria,15,1,6.67,415,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,Dry,Dry
1986,Italy,58,11,18.97,416,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,Dry,Dry
1986,Portugal,29,2,6.9,417,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,Dry,Dry
1986,Mexico,62,6,9.68,418,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,Sunny and hot,Dry
1986,Australia,64,3,4.69,419,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,Sunny,Dry
1985,Brazil,63,2,3.17,420,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,"Dry, 34 °C (93 °F) air temperature",Dry
1985,Portugal,59,3,5.08,421,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,"Overcast, Cold, Rain",Wet
1985,San Marino,49,8,16.33,422,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,No weather description,Dry
1985,Monaco,22,7,31.82,423,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,Dry,Dry
1985,Canada,48,5,10.42,424,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,Sunny with temperatures approaching 20.5 °C (68.9 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],Dry
1985,Detroit,46,3,6.52,425,37,Detroit Grand Prix,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,Clear and cool with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds up to 23 miles per hour (37 km/h)[1],Dry
1985,France,47,3,6.38,426,34,French Grand Prix,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,"Dry, hot[2]",Dry
1985,Great Britain,52,12,23.08,427,9,British Grand Prix,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,"Cool, overcast",Dry
1985,Germany,31,5,16.13,428,20,German Grand Prix,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,Dry,Dry
1985,Austria,32,1,3.13,429,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,Dry,Dry
1985,Netherlands,62,12,19.35,430,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,Sunny,Dry
1985,Italy,40,9,22.5,431,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,Dry,Dry
1985,Belgium,65,6,9.23,432,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,"Wet/Dry, drying up in later stages",Wet
1985,Europe,64,11,17.19,433,38,European Grand Prix,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,No weather description,Dry
1985,South Africa,15,9,60.0,434,30,South African Grand Prix,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,"Sunny, hot and dry",Dry
1985,Australia,47,6,12.77,435,29,Australian Grand Prix,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,Sunny,Dry
1984,Brazil,61,14,22.95,436,36,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,Dry,Dry
1984,South Africa,83,15,18.07,437,30,South African Grand Prix,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,Dry,Dry
1984,Belgium,50,14,28.0,438,40,Belgian Grand Prix,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,No weather description,Dry
1984,San Marino,53,5,9.43,439,21,San Marino Grand Prix,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,No weather description,Dry
1984,France,54,15,27.78,440,41,French Grand Prix,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,Dry,Dry
1984,Monaco,22,5,22.73,441,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,Heavy rain and spray,Wet
1984,Canada,57,5,8.77,442,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,Dry with temperatures approaching 26 °C (79 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],Dry
1984,Detroit,41,3,7.32,443,37,Detroit Grand Prix,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,Sunny and warm with temperatures reaching up to 77.9 °F (25.5 °C); wind speeds up to 11.3 miles per hour (18.2 km/h)[1],Dry
1984,Dallas,45,6,13.33,444,42,Dallas Grand Prix,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,Sunny with temperatures reaching up to 100 °F (38 °C); wind speeds of 14 miles per hour (23 km/h)[1],Dry
1984,Great Britain,16,0,0.0,445,38,British Grand Prix,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,No weather description,Dry
1984,Germany,50,1,2.0,446,10,German Grand Prix,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,Dry,Dry
1984,Austria,44,2,4.55,447,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,Dry,Dry
1984,Netherlands,50,6,12.0,448,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,Sunny,Dry
1984,Italy,51,9,17.65,449,14,Italian Grand Prix,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,Dry,Dry
1984,Europe,44,4,9.09,450,20,European Grand Prix,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,Sunny,Dry
1984,Portugal,60,9,15.0,451,27,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,Dry,Dry
2011,Australia,31,11,35.48,841,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,"Sunny, 18°C",Dry
2011,Malaysia,65,33,50.77,842,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,"Cloudy, dry",Dry
2011,China,98,48,48.98,843,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,Fine and Dry[1]Air Temp 22 °C (72 °F)[1]Track Temp 32 °C (90 °F) dropping to 26 °C (79 °F)[1],Dry
2011,Turkey,132,45,34.09,844,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,"Sunny, Fine and Dry[2]Air Temp 17 °C (63 °F)[2]Track Temp 35 °C (95 °F) dropping to 30 °C (86 °F)[2]",Dry
2011,Spain,94,25,26.6,845,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,"Mainly sunny, Fine and Dry[3][4]Air Temp 27 °C (81 °F)[4]Track Temp 33 °C (91 °F) to 44 °C (111 °F)[4]",Dry
2011,Monaco,28,10,35.71,846,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,"Sunny, Fine and Dry[2]Air Temp 24 °C (75 °F)[2]Track Temp 44 °C (111 °F)[2]",Dry
2011,Canada,129,39,30.23,847,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[2]",Wet
2011,Europe,48,19,39.58,848,12,European Grand Prix,http://en.wikipedia.org/wiki/2011_European_Grand_Prix,"Clear, Fine and Dry[1][2]Air Temp 27 °C (81 °F)[2]Track Temp 47 °C (117 °F)[2]",Dry
2011,Great Britain,30,21,70.0,849,9,British Grand Prix,http://en.wikipedia.org/wiki/2011_British_Grand_Prix,Wet track at start; subsequently drying.[1]Air Temp 20 °C (68 °F)[1]Track Temp 22 °C (72 °F)[1],Wet
2011,Germany,53,21,39.62,850,20,German Grand Prix,http://en.wikipedia.org/wiki/2011_German_Grand_Prix,"Cloudy, (light) rain at start",Wet
2011,Hungary,75,29,38.67,851,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,"Cloudy, rain showers",Wet
2011,Belgium,99,43,43.43,852,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,"Cloudy, dry",Dry
2011,Italy,51,19,37.25,853,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,Mainly sunny,Dry
2011,Singapore,54,30,55.56,854,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,Hot and humidAir Temp 31 °C (88 °F)[1],Dry
2011,Japan,80,18,22.5,855,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,Sunny and dryAir Temp 24 °C (75 °F)[3],Dry
2011,South Korea,55,27,49.09,856,35,Korean Grand Prix,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,"Dry, light rain at the startAir Temp 21 °C (70 °F)[2]",Wet
2011,India,28,13,46.43,857,68,Indian Grand Prix,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,Fine and DryAir Temp 30 °C (86 °F)[1],Dry
2011,Abu Dhabi,68,35,51.47,858,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,Fine and DryAir Temp 25 °C (77 °F)[1],Dry
2011,Brazil,31,15,48.39,859,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,FineAir Temp 24 °C (75 °F)  Track Temp 43 °C (109 °F)[1],Dry
2012,Australia,43,25,58.14,860,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,Fine[1]Air Temp 22 °C (72 °F)[1]Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F)[1],Dry
2012,Malaysia,83,28,33.73,861,2,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,Heavy rain clearing to cloudy and dry[2]Air Temp 26 °C (79 °F)[2] Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F) [2],Wet
2012,China,97,49,50.52,862,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,Overcast but Dry[1]Air Temp 22 °C (72 °F)[1]Track Temp 23 °C (73 °F)[1],Dry
2012,Bahrain,81,43,53.09,863,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,Sunny and hot[1][2]Air Temp 27 °C (81 °F)[2]Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[2],Dry
2012,Spain,56,29,51.79,864,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,"Partially cloudy, dry: Air 23 °C (73 °F), Track 36 °C (97 °F)",Dry
2012,Monaco,13,4,30.77,865,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,"Fine and Dry, showers threatening at end[2]Air Temp 21 °C (70 °F)[2]Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F)[2]",Wet
2012,Canada,48,18,37.5,866,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,"Fine, dry and warm;[2]with air temperature approaching 29 °C (84 °F)[2]Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F)[2]",Dry
2012,Europe,81,42,51.85,867,12,European Grand Prix,http://en.wikipedia.org/wiki/2012_European_Grand_Prix,Fine and Dry[2]Air Temp 27 °C (81 °F)[2]Track Temp 45 °C (113 °F)[2],Dry
2012,Great Britain,49,25,51.02,868,9,British Grand Prix,http://en.wikipedia.org/wiki/2012_British_Grand_Prix,DryAir Temp 20 °C (68 °F)[2]Track Temp 31 °C (88 °F)[2],Dry
2012,Germany,71,35,49.3,869,10,German Grand Prix,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,Fine and Dry[2]Air Temp 22 °C (72 °F)[2]Track Temp 30 °C (86 °F)[2],Dry
2012,Hungary,18,8,44.44,870,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,Fine and Dry. Very Hot[2][3]Air Temp 30 °C (86 °F)[3]Track Temp 45 °C (113 °F)[3],Dry
2012,Belgium,61,40,65.57,871,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,Fine and Dry[4]Air Temp 23 °C (73 °F)[4]Track Temp 33 °C (91 °F)[4],Dry
2012,Italy,66,36,54.55,872,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,Dry and sizzlingly sunny[2]Air temp 28 °C (82 °F)[2]Track temp 40 °C (104 °F)[2],Dry
